LOCATION,Country,SECTOR,Sector / Industry,RESTYPE,Type of restriction,SERIES,Series2,TIME,Year,Value,Flag Codes,Flags
KOR,Korea,32,Mobile telecoms,V,All types of restrictions,INDEX,Index total,2014,2014,0.325,,
KOR,Korea,32,Mobile telecoms,V,All types of restrictions,INDEX,Index total,2015,2015,0.325,,
KOR,Korea,32,Mobile telecoms,V,All types of restrictions,INDEX,Index total,2016,2016,0.325,,
KOR,Korea,32,Mobile telecoms,V,All types of restrictions,INDEX,Index total,2017,2017,0.325,,
KOR,Korea,32,Mobile telecoms,V,All types of restrictions,INDEX,Index total,2018,2018,0.325,,
KOR,Korea,33,Financial services,V,All types of restrictions,INDEX,Index total,1997,1997,0.717,,
KOR,Korea,33,Financial services,V,All types of restrictions,INDEX,Index total,2003,2003,0.05,,
KOR,Korea,33,Financial services,V,All types of restrictions,INDEX,Index total,2006,2006,0.05,,
KOR,Korea,33,Financial services,V,All types of restrictions,INDEX,Index total,2010,2010,0.05,,
KOR,Korea,33,Financial services,V,All types of restrictions,INDEX,Index total,2011,2011,0.05,,
KOR,Korea,33,Financial services,V,All types of restrictions,INDEX,Index total,2012,2012,0.05,,
KOR,Korea,33,Financial services,V,All types of restrictions,INDEX,Index total,2013,2013,0.05,,
KOR,Korea,33,Financial services,V,All types of restrictions,INDEX,Index total,2014,2014,0.05,,
KOR,Korea,33,Financial services,V,All types of restrictions,INDEX,Index total,2015,2015,0.05,,
KOR,Korea,33,Financial services,V,All types of restrictions,INDEX,Index total,2016,2016,0.05,,
KOR,Korea,33,Financial services,V,All types of restrictions,INDEX,Index total,2017,2017,0.05,,
KOR,Korea,33,Financial services,V,All types of restrictions,INDEX,Index total,2018,2018,0.05,,
KOR,Korea,34,Banking,V,All types of restrictions,INDEX,Index total,1997,1997,0.5,,
KOR,Korea,34,Banking,V,All types of restrictions,INDEX,Index total,2003,2003,0,,
KOR,Korea,34,Banking,V,All types of restrictions,INDEX,Index total,2006,2006,0,,
KOR,Korea,34,Banking,V,All types of restrictions,INDEX,Index total,2010,2010,0,,
KOR,Korea,34,Banking,V,All types of restrictions,INDEX,Index total,2011,2011,0,,
KOR,Korea,34,Banking,V,All types of restrictions,INDEX,Index total,2012,2012,0,,
KOR,Korea,34,Banking,V,All types of restrictions,INDEX,Index total,2013,2013,0,,
KOR,Korea,34,Banking,V,All types of restrictions,INDEX,Index total,2014,2014,0,,
KOR,Korea,34,Banking,V,All types of restrictions,INDEX,Index total,2015,2015,0,,
KOR,Korea,34,Banking,V,All types of restrictions,INDEX,Index total,2016,2016,0,,
KOR,Korea,34,Banking,V,All types of restrictions,INDEX,Index total,2017,2017,0,,
KOR,Korea,34,Banking,V,All types of restrictions,INDEX,Index total,2018,2018,0,,
KOR,Korea,35,Insurance,V,All types of restrictions,INDEX,Index total,1997,1997,0.85,,
KOR,Korea,35,Insurance,V,All types of restrictions,INDEX,Index total,2003,2003,0,,
KOR,Korea,35,Insurance,V,All types of restrictions,INDEX,Index total,2006,2006,0,,
KOR,Korea,35,Insurance,V,All types of restrictions,INDEX,Index total,2010,2010,0,,
KOR,Korea,35,Insurance,V,All types of restrictions,INDEX,Index total,2011,2011,0,,
KOR,Korea,35,Insurance,V,All types of restrictions,INDEX,Index total,2012,2012,0,,
KOR,Korea,35,Insurance,V,All types of restrictions,INDEX,Index total,2013,2013,0,,
KOR,Korea,35,Insurance,V,All types of restrictions,INDEX,Index total,2014,2014,0,,
KOR,Korea,35,Insurance,V,All types of restrictions,INDEX,Index total,2015,2015,0,,
KOR,Korea,35,Insurance,V,All types of restrictions,INDEX,Index total,2016,2016,0,,
KOR,Korea,35,Insurance,V,All types of restrictions,INDEX,Index total,2017,2017,0,,
KOR,Korea,35,Insurance,V,All types of restrictions,INDEX,Index total,2018,2018,0,,
KOR,Korea,36,Other finance,V,All types of restrictions,INDEX,Index total,1997,1997,0.8,,
KOR,Korea,36,Other finance,V,All types of restrictions,INDEX,Index total,2003,2003,0.15,,
KOR,Korea,36,Other finance,V,All types of restrictions,INDEX,Index total,2006,2006,0.15,,
KOR,Korea,36,Other finance,V,All types of restrictions,INDEX,Index total,2010,2010,0.15,,
KOR,Korea,36,Other finance,V,All types of restrictions,INDEX,Index total,2011,2011,0.15,,
KOR,Korea,36,Other finance,V,All types of restrictions,INDEX,Index total,2012,2012,0.15,,
KOR,Korea,36,Other finance,V,All types of restrictions,INDEX,Index total,2013,2013,0.15,,
KOR,Korea,36,Other finance,V,All types of restrictions,INDEX,Index total,2014,2014,0.15,,
KOR,Korea,36,Other finance,V,All types of restrictions,INDEX,Index total,2015,2015,0.15,,
KOR,Korea,36,Other finance,V,All types of restrictions,INDEX,Index total,2016,2016,0.15,,
KOR,Korea,36,Other finance,V,All types of restrictions,INDEX,Index total,2017,2017,0.15,,
KOR,Korea,36,Other finance,V,All types of restrictions,INDEX,Index total,2018,2018,0.15,,
KOR,Korea,37,Business services,V,All types of restrictions,INDEX,Index total,1997,1997,0.25,,
KOR,Korea,37,Business services,V,All types of restrictions,INDEX,Index total,2003,2003,0,,
KOR,Korea,37,Business services,V,All types of restrictions,INDEX,Index total,2006,2006,0,,
KOR,Korea,37,Business services,V,All types of restrictions,INDEX,Index total,2010,2010,0,,
KOR,Korea,37,Business services,V,All types of restrictions,INDEX,Index total,2011,2011,0,,
KOR,Korea,37,Business services,V,All types of restrictions,INDEX,Index total,2012,2012,0,,
KOR,Korea,37,Business services,V,All types of restrictions,INDEX,Index total,2013,2013,0,,
KOR,Korea,37,Business services,V,All types of restrictions,INDEX,Index total,2014,2014,0,,
KOR,Korea,37,Business services,V,All types of restrictions,INDEX,Index total,2015,2015,0,,
KOR,Korea,37,Business services,V,All types of restrictions,INDEX,Index total,2016,2016,0,,
KOR,Korea,37,Business services,V,All types of restrictions,INDEX,Index total,2017,2017,0,,
KOR,Korea,37,Business services,V,All types of restrictions,INDEX,Index total,2018,2018,0,,
KOR,Korea,38,Legal,V,All types of restrictions,INDEX,Index total,1997,1997,0.25,,
KOR,Korea,38,Legal,V,All types of restrictions,INDEX,Index total,2003,2003,0,,
KOR,Korea,38,Legal,V,All types of restrictions,INDEX,Index total,2006,2006,0,,
KOR,Korea,38,Legal,V,All types of restrictions,INDEX,Index total,2010,2010,0,,
KOR,Korea,38,Legal,V,All types of restrictions,INDEX,Index total,2011,2011,0,,
KOR,Korea,38,Legal,V,All types of restrictions,INDEX,Index total,2012,2012,0,,
KOR,Korea,38,Legal,V,All types of restrictions,INDEX,Index total,2013,2013,0,,
KOR,Korea,38,Legal,V,All types of restrictions,INDEX,Index total,2014,2014,0,,
KOR,Korea,38,Legal,V,All types of restrictions,INDEX,Index total,2015,2015,0,,
KOR,Korea,38,Legal,V,All types of restrictions,INDEX,Index total,2016,2016,0,,
KOR,Korea,38,Legal,V,All types of restrictions,INDEX,Index total,2017,2017,0,,
KOR,Korea,38,Legal,V,All types of restrictions,INDEX,Index total,2018,2018,0,,
KOR,Korea,39,Accounting & audit,V,All types of restrictions,INDEX,Index total,1997,1997,0.25,,
KOR,Korea,39,Accounting & audit,V,All types of restrictions,INDEX,Index total,2003,2003,0,,
KOR,Korea,39,Accounting & audit,V,All types of restrictions,INDEX,Index total,2006,2006,0,,
KOR,Korea,39,Accounting & audit,V,All types of restrictions,INDEX,Index total,2010,2010,0,,
KOR,Korea,39,Accounting & audit,V,All types of restrictions,INDEX,Index total,2011,2011,0,,
KOR,Korea,39,Accounting & audit,V,All types of restrictions,INDEX,Index total,2012,2012,0,,
KOR,Korea,39,Accounting & audit,V,All types of restrictions,INDEX,Index total,2013,2013,0,,
KOR,Korea,39,Accounting & audit,V,All types of restrictions,INDEX,Index total,2014,2014,0,,
KOR,Korea,39,Accounting & audit,V,All types of restrictions,INDEX,Index total,2015,2015,0,,
KOR,Korea,39,Accounting & audit,V,All types of restrictions,INDEX,Index total,2016,2016,0,,
KOR,Korea,39,Accounting & audit,V,All types of restrictions,INDEX,Index total,2017,2017,0,,
KOR,Korea,39,Accounting & audit,V,All types of restrictions,INDEX,Index total,2018,2018,0,,
KOR,Korea,40,Architectural,V,All types of restrictions,INDEX,Index total,1997,1997,0.25,,
KOR,Korea,40,Architectural,V,All types of restrictions,INDEX,Index total,2003,2003,0,,
KOR,Korea,40,Architectural,V,All types of restrictions,INDEX,Index total,2006,2006,0,,
KOR,Korea,40,Architectural,V,All types of restrictions,INDEX,Index total,2010,2010,0,,
KOR,Korea,40,Architectural,V,All types of restrictions,INDEX,Index total,2011,2011,0,,
KOR,Korea,40,Architectural,V,All types of restrictions,INDEX,Index total,2012,2012,0,,
KOR,Korea,40,Architectural,V,All types of restrictions,INDEX,Index total,2013,2013,0,,
KOR,Korea,40,Architectural,V,All types of restrictions,INDEX,Index total,2014,2014,0,,
KOR,Korea,40,Architectural,V,All types of restrictions,INDEX,Index total,2015,2015,0,,
KOR,Korea,40,Architectural,V,All types of restrictions,INDEX,Index total,2016,2016,0,,
KOR,Korea,40,Architectural,V,All types of restrictions,INDEX,Index total,2017,2017,0,,
KOR,Korea,40,Architectural,V,All types of restrictions,INDEX,Index total,2018,2018,0,,
KOR,Korea,41,Engineering,V,All types of restrictions,INDEX,Index total,1997,1997,0.25,,
KOR,Korea,41,Engineering,V,All types of restrictions,INDEX,Index total,2003,2003,0,,
KOR,Korea,41,Engineering,V,All types of restrictions,INDEX,Index total,2006,2006,0,,
KOR,Korea,41,Engineering,V,All types of restrictions,INDEX,Index total,2010,2010,0,,
KOR,Korea,41,Engineering,V,All types of restrictions,INDEX,Index total,2011,2011,0,,
KOR,Korea,41,Engineering,V,All types of restrictions,INDEX,Index total,2012,2012,0,,
KOR,Korea,41,Engineering,V,All types of restrictions,INDEX,Index total,2013,2013,0,,
KOR,Korea,41,Engineering,V,All types of restrictions,INDEX,Index total,2014,2014,0,,
KOR,Korea,41,Engineering,V,All types of restrictions,INDEX,Index total,2015,2015,0,,
KOR,Korea,41,Engineering,V,All types of restrictions,INDEX,Index total,2016,2016,0,,
KOR,Korea,41,Engineering,V,All types of restrictions,INDEX,Index total,2017,2017,0,,
KOR,Korea,41,Engineering,V,All types of restrictions,INDEX,Index total,2018,2018,0,,
KOR,Korea,42,Real estate investment,V,All types of restrictions,INDEX,Index total,1997,1997,1,,
KOR,Korea,42,Real estate investment,V,All types of restrictions,INDEX,Index total,2003,2003,0,,
KOR,Korea,42,Real estate investment,V,All types of restrictions,INDEX,Index total,2006,2006,0,,
KOR,Korea,42,Real estate investment,V,All types of restrictions,INDEX,Index total,2010,2010,0,,
KOR,Korea,42,Real estate investment,V,All types of restrictions,INDEX,Index total,2011,2011,0,,
KOR,Korea,42,Real estate investment,V,All types of restrictions,INDEX,Index total,2012,2012,0,,
KOR,Korea,42,Real estate investment,V,All types of restrictions,INDEX,Index total,2013,2013,0,,
KOR,Korea,42,Real estate investment,V,All types of restrictions,INDEX,Index total,2014,2014,0,,
KOR,Korea,42,Real estate investment,V,All types of restrictions,INDEX,Index total,2015,2015,0,,
KOR,Korea,42,Real estate investment,V,All types of restrictions,INDEX,Index total,2016,2016,0,,
KOR,Korea,42,Real estate investment,V,All types of restrictions,INDEX,Index total,2017,2017,0,,
KOR,Korea,42,Real estate investment,V,All types of restrictions,INDEX,Index total,2018,2018,0,,
KOR,Korea,43,Total FDI Index,V,All types of restrictions,INDEX,Index total,1997,1997,0.532,,
KOR,Korea,43,Total FDI Index,V,All types of restrictions,INDEX,Index total,2003,2003,0.148,,
KOR,Korea,43,Total FDI Index,V,All types of restrictions,INDEX,Index total,2006,2006,0.143,,
KOR,Korea,43,Total FDI Index,V,All types of restrictions,INDEX,Index total,2010,2010,0.143,,
KOR,Korea,43,Total FDI Index,V,All types of restrictions,INDEX,Index total,2011,2011,0.143,,
KOR,Korea,43,Total FDI Index,V,All types of restrictions,INDEX,Index total,2012,2012,0.143,,
KOR,Korea,43,Total FDI Index,V,All types of restrictions,INDEX,Index total,2013,2013,0.135,,
KOR,Korea,43,Total FDI Index,V,All types of restrictions,INDEX,Index total,2014,2014,0.135,,
KOR,Korea,43,Total FDI Index,V,All types of restrictions,INDEX,Index total,2015,2015,0.135,,
KOR,Korea,43,Total FDI Index,V,All types of restrictions,INDEX,Index total,2016,2016,0.135,,
KOR,Korea,43,Total FDI Index,V,All types of restrictions,INDEX,Index total,2017,2017,0.135,,
KOR,Korea,43,Total FDI Index,V,All types of restrictions,INDEX,Index total,2018,2018,0.135,,
LUX,Luxembourg,1,Primary,V,All types of restrictions,INDEX,Index total,1997,1997,0,,
LUX,Luxembourg,1,Primary,V,All types of restrictions,INDEX,Index total,2003,2003,0,,
LUX,Luxembourg,1,Primary,V,All types of restrictions,INDEX,Index total,2006,2006,0,,
LUX,Luxembourg,1,Primary,V,All types of restrictions,INDEX,Index total,2010,2010,0,,
LUX,Luxembourg,1,Primary,V,All types of restrictions,INDEX,Index total,2011,2011,0,,
LUX,Luxembourg,1,Primary,V,All types of restrictions,INDEX,Index total,2012,2012,0,,
LUX,Luxembourg,1,Primary,V,All types of restrictions,INDEX,Index total,2013,2013,0,,
LUX,Luxembourg,1,Primary,V,All types of restrictions,INDEX,Index total,2014,2014,0,,
LUX,Luxembourg,1,Primary,V,All types of restrictions,INDEX,Index total,2015,2015,0,,
LUX,Luxembourg,1,Primary,V,All types of restrictions,INDEX,Index total,2016,2016,0,,
LUX,Luxembourg,1,Primary,V,All types of restrictions,INDEX,Index total,2017,2017,0,,
LUX,Luxembourg,1,Primary,V,All types of restrictions,INDEX,Index total,2018,2018,0,,
LUX,Luxembourg,2,Agriculture & Forestry,V,All types of restrictions,INDEX,Index total,1997,1997,0,,
LUX,Luxembourg,2,Agriculture & Forestry,V,All types of restrictions,INDEX,Index total,2003,2003,0,,
LUX,Luxembourg,2,Agriculture & Forestry,V,All types of restrictions,INDEX,Index total,2006,2006,0,,
LUX,Luxembourg,2,Agriculture & Forestry,V,All types of restrictions,INDEX,Index total,2010,2010,0,,
LUX,Luxembourg,2,Agriculture & Forestry,V,All types of restrictions,INDEX,Index total,2011,2011,0,,
LUX,Luxembourg,2,Agriculture & Forestry,V,All types of restrictions,INDEX,Index total,2012,2012,0,,
LUX,Luxembourg,2,Agriculture & Forestry,V,All types of restrictions,INDEX,Index total,2013,2013,0,,
LUX,Luxembourg,2,Agriculture & Forestry,V,All types of restrictions,INDEX,Index total,2014,2014,0,,
LUX,Luxembourg,2,Agriculture & Forestry,V,All types of restrictions,INDEX,Index total,2015,2015,0,,
LUX,Luxembourg,2,Agriculture & Forestry,V,All types of restrictions,INDEX,Index total,2016,2016,0,,
LUX,Luxembourg,2,Agriculture & Forestry,V,All types of restrictions,INDEX,Index total,2017,2017,0,,
LUX,Luxembourg,2,Agriculture & Forestry,V,All types of restrictions,INDEX,Index total,2018,2018,0,,
LUX,Luxembourg,3,Agriculture,V,All types of restrictions,INDEX,Index total,1997,1997,0,,
LUX,Luxembourg,3,Agriculture,V,All types of restrictions,INDEX,Index total,2003,2003,0,,
LUX,Luxembourg,3,Agriculture,V,All types of restrictions,INDEX,Index total,2006,2006,0,,
LUX,Luxembourg,3,Agriculture,V,All types of restrictions,INDEX,Index total,2010,2010,0,,
LUX,Luxembourg,3,Agriculture,V,All types of restrictions,INDEX,Index total,2011,2011,0,,
LUX,Luxembourg,3,Agriculture,V,All types of restrictions,INDEX,Index total,2012,2012,0,,
LUX,Luxembourg,3,Agriculture,V,All types of restrictions,INDEX,Index total,2013,2013,0,,
LUX,Luxembourg,3,Agriculture,V,All types of restrictions,INDEX,Index total,2014,2014,0,,
LUX,Luxembourg,3,Agriculture,V,All types of restrictions,INDEX,Index total,2015,2015,0,,
LUX,Luxembourg,3,Agriculture,V,All types of restrictions,INDEX,Index total,2016,2016,0,,
LUX,Luxembourg,3,Agriculture,V,All types of restrictions,INDEX,Index total,2017,2017,0,,
LUX,Luxembourg,3,Agriculture,V,All types of restrictions,INDEX,Index total,2018,2018,0,,
LUX,Luxembourg,4,Forestry,V,All types of restrictions,INDEX,Index total,1997,1997,0,,
LUX,Luxembourg,4,Forestry,V,All types of restrictions,INDEX,Index total,2003,2003,0,,
LUX,Luxembourg,4,Forestry,V,All types of restrictions,INDEX,Index total,2006,2006,0,,
LUX,Luxembourg,4,Forestry,V,All types of restrictions,INDEX,Index total,2010,2010,0,,
LUX,Luxembourg,4,Forestry,V,All types of restrictions,INDEX,Index total,2011,2011,0,,
LUX,Luxembourg,4,Forestry,V,All types of restrictions,INDEX,Index total,2012,2012,0,,
LUX,Luxembourg,4,Forestry,V,All types of restrictions,INDEX,Index total,2013,2013,0,,
LUX,Luxembourg,4,Forestry,V,All types of restrictions,INDEX,Index total,2014,2014,0,,
LUX,Luxembourg,4,Forestry,V,All types of restrictions,INDEX,Index total,2015,2015,0,,
LUX,Luxembourg,4,Forestry,V,All types of restrictions,INDEX,Index total,2016,2016,0,,
LUX,Luxembourg,4,Forestry,V,All types of restrictions,INDEX,Index total,2017,2017,0,,
LUX,Luxembourg,4,Forestry,V,All types of restrictions,INDEX,Index total,2018,2018,0,,
LUX,Luxembourg,5,Fisheries,V,All types of restrictions,INDEX,Index total,1997,1997,0,,
LUX,Luxembourg,5,Fisheries,V,All types of restrictions,INDEX,Index total,2003,2003,0,,
LUX,Luxembourg,5,Fisheries,V,All types of restrictions,INDEX,Index total,2006,2006,0,,
LUX,Luxembourg,5,Fisheries,V,All types of restrictions,INDEX,Index total,2010,2010,0,,
LUX,Luxembourg,5,Fisheries,V,All types of restrictions,INDEX,Index total,2011,2011,0,,
LUX,Luxembourg,5,Fisheries,V,All types of restrictions,INDEX,Index total,2012,2012,0,,
LUX,Luxembourg,5,Fisheries,V,All types of restrictions,INDEX,Index total,2013,2013,0,,
LUX,Luxembourg,5,Fisheries,V,All types of restrictions,INDEX,Index total,2014,2014,0,,
LUX,Luxembourg,5,Fisheries,V,All types of restrictions,INDEX,Index total,2015,2015,0,,
LUX,Luxembourg,5,Fisheries,V,All types of restrictions,INDEX,Index total,2016,2016,0,,
LUX,Luxembourg,5,Fisheries,V,All types of restrictions,INDEX,Index total,2017,2017,0,,
LUX,Luxembourg,5,Fisheries,V,All types of restrictions,INDEX,Index total,2018,2018,0,,
LUX,Luxembourg,6,Mining & Quarrying (incl. Oil extr.),V,All types of restrictions,INDEX,Index total,1997,1997,0,,
LUX,Luxembourg,6,Mining & Quarrying (incl. Oil extr.),V,All types of restrictions,INDEX,Index total,2003,2003,0,,
LUX,Luxembourg,6,Mining & Quarrying (incl. Oil extr.),V,All types of restrictions,INDEX,Index total,2006,2006,0,,
LUX,Luxembourg,6,Mining & Quarrying (incl. Oil extr.),V,All types of restrictions,INDEX,Index total,2010,2010,0,,
LUX,Luxembourg,6,Mining & Quarrying (incl. Oil extr.),V,All types of restrictions,INDEX,Index total,2011,2011,0,,
